Category,Function,Line Number,File Path,Solidity File Name,Line Content
SWC-107-Reentrancy,closePositionWithId,L402-459,DAppSCAN-source/contracts/PeckShield-PikaPerpV2/PikaPerpV2-4a0965ff90ed099b7e2d3e8dda47cd589ee8e3a2/contracts/perp/PikaPerpV2.sol,PikaPerpV2.sol,function closePositionWithId(
SWC-135-Code With No Effects,N/A,L11-L140,DAppSCAN-source/contracts/PeckShield-PikaPerpV2/PikaPerpV2-4a0965ff90ed099b7e2d3e8dda47cd589ee8e3a2/contracts/staking/PikaStaking.sol,PikaStaking.sol,"contract PikaStaking is ReentrancyGuard, Pausable {"
SWC-135-Code With No Effects,withdraw,205-253,DAppSCAN-source/contracts/PeckShield-Plexus/PlexusContracts-f7e8196a3881faee80369330f6844a7f38d65b65/contracts/tier2Aave.sol,tier2Aave.sol,N/A
SWC-135-Code With No Effects,N/A,L67-L93,DAppSCAN-source/contracts/PeckShield-Plexus/PlexusContracts-f7e8196a3881faee80369330f6844a7f38d65b65/contracts/tier2Farm.sol,tier2Farm.sol,contract Tier2FarmController{
SWC-135-Code With No Effects,add_asset,L107-L112,DAppSCAN-source/contracts/PeckShield-PlutosNetworkv3/plutos-virtual-trade-e7acfbe/contracts/core/VirtualTrade.sol,VirtualTrade.sol,"function add_asset(string memory name, address type_addr, bytes memory call_data) public onlyOwner{"
SWC-135-Code With No Effects,N/A,L11-L12,DAppSCAN-source/contracts/PeckShield-PlutosV1/plutos-eth-contract-0777815/contracts/PLiquidateAgent.sol,PLiquidateAgent.sol,//SWC-135-Code With No Effects: L11-L12
SWC-107-Reentrancy,deposit,L48-L63,DAppSCAN-source/contracts/PeckShield-PlutosV1/plutos-eth-contract-0777815/contracts/PMintBurn.sol,PMintBurn.sol,function deposit(uint256 _amount) public returns(bytes32){
SWC-135-Code With No Effects,N/A,L40-57,DAppSCAN-source/contracts/PeckShield-Qubit/qubit-finance-f37f63caca893159b59cf89e506a5781f52b77b5/contracts/QubitToken.sol,QubitToken.sol,contract QubitToken is BEP20Upgradeable {
SWC-135-Code With No Effects,N/A,L480-L487,DAppSCAN-source/contracts/PeckShield-Rikkei/rifi-protocol-b33243fb3a218cc195f0727fe1499cb57f5ea0b2/contracts/RToken.sol,RToken.sol,struct MintLocalVars {
SWC-107-Reentrancy,borrowFresh,L738-L802,DAppSCAN-source/contracts/PeckShield-Rikkei/rifi-protocol-b33243fb3a218cc195f0727fe1499cb57f5ea0b2/contracts/RToken.sol,RToken.sol,"function borrowFresh(address payable borrower, uint borrowAmount) internal returns (uint) {"
SWC-107-Reentrancy,withdraw,L339 - L341,DAppSCAN-source/contracts/PeckShield-ShibaNova/Contracts-b6b1ce1fcaff83d360df8944309f49958842b7b8/shibanova/contracts/MasterShiba.sol,MasterShiba.sol,// SWC-107-Reentrancy: L339 - L341
SWC-135-Code With No Effects,getReserves,L30 - L35,DAppSCAN-source/contracts/PeckShield-ShibaNova/Contracts-b6b1ce1fcaff83d360df8944309f49958842b7b8/shibanova/contracts/libs/ShibaLibrary.sol,ShibaLibrary.sol,"function getReserves(address factory, address tokenA, address tokenB) internal view returns (uint reserveA, uint reserveB) {"
SWC-101-Integer Overflow and Underflow,vestedAmount,L707,DAppSCAN-source/contracts/PeckShield-Spherium/code/code.sol,code.sol,vestedAmount_ -= _releaseAmount[msg.sender];
SWC-107-Reentrancy,deposit,L75-L89,DAppSCAN-source/contracts/PeckShield-StackerVC/StackerVC_VentureFund001-3cfb98b21f4731dfd62993feb7c7d1540837f59b/contracts/Token/LPGauge.sol,LPGauge.sol,function deposit(uint256 _amount) nonReentrant external {
SWC-101-Integer Overflow and Underflow,startFund,L181,DAppSCAN-source/contracts/PeckShield-StackerVC/StackerVC_VentureFund001-3cfb98b21f4731dfd62993feb7c7d1540837f59b/contracts/Treasury/VCTreasuryV1.sol,VCTreasuryV1.sol,maxInvestment = msg.value.div(max).mul(investmentCap);
SWC-101-Integer Overflow and Underflow,announceRemovalIntent,L76,DAppSCAN-source/contracts/PeckShield-starkex/starkex-contracts-master/scalable-dex/contracts/src/components/ApprovalChain.sol,ApprovalChain.sol,function announceRemovalIntent(
SWC-135-Code With No Effects,add,L108-L120,DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63/contracts/MasterChef.sol,MasterChef.sol,"function add(uint256 _allocPoint, IERC20 _lpToken, bool _withUpdate) public onlyOwner {"
SWC-107-Reentrancy,withdraw,L219-L230,DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63/contracts/MasterChef.sol,MasterChef.sol,"function withdraw(uint256 _pid, uint256 _amount) public {"
SWC-107-Reentrancy,deposit,L60-L69,DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa/contracts/governance/LiquidityStaking.sol,LiquidityStaking.sol,function deposit(uint256 amount) external {
SWC-107-Reentrancy,deposit,L340-L359,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df/contracts/exchange/StakingV2.sol,StakingV2.sol,"function deposit(uint256 tranche, uint256 amount) public whenNotPaused {"
SWC-135-Code With No Effects,ProfitReported,L30-L41,DAppSCAN-source/contracts/PeckShield-TranchessV2/contract-core-6876889ff08ddadb78973cadca821128ebb6503c/contracts/fund/FundV3.sol,FundV3.sol,"event ProfitReported(uint256 profit, uint256 performanceFee);"
SWC-114-Transaction Order Dependence,approve,L279 - L282,DAppSCAN-source/contracts/PeckShield-USR/USR-05cfe29ac4d66b0169d7545562eb40536352fd63/contracts/USR.sol,USR.sol,"function approve(address _spender, uint _wad) external returns (bool) {"
SWC-129-Typographical Error,equity,L295,DAppSCAN-source/contracts/PeckShield-USR/USR-cf24e4d1525dd820b481f4b1d95a1cabf2dfec58/contracts/USR.sol,USR.sol,function equity() external view returns (int) {
SWC-135-Code With No Effects,removeVET,L37 - L41,DAppSCAN-source/contracts/PeckShield-VeChain/vvet-818fa11f7595e257cb28fa5475c17c60c11a4902/vvet/contracts/StakingModel.sol,StakingModel.sol,"function removeVET(address addr, uint256 amount) restrict(amount) internal {"
SWC-101-Integer Overflow and Underflow,calculateVTHO,L92,DAppSCAN-source/contracts/PeckShield-VeChain/vvet-818fa11f7595e257cb28fa5475c17c60c11a4902/vvet/contracts/StakingModel.sol,StakingModel.sol,"require(t1 <= t2, ""t1 should be <= t2"");"
SWC-135-Code With No Effects,withdraw,L29 - L34,DAppSCAN-source/contracts/PeckShield-VeChain/vvet-818fa11f7595e257cb28fa5475c17c60c11a4902/vvet/contracts/VVET9.sol,VVET9.sol,function withdraw(uint256 wad) public {
SWC-114-Transaction Order Dependence,approve,L44-48,DAppSCAN-source/contracts/PeckShield-VeChain/vvet-818fa11f7595e257cb28fa5475c17c60c11a4902/vvet/contracts/VVET9.sol,VVET9.sol,
SWC-135-Code With No Effects,N/A,L480-L488,DAppSCAN-source/contracts/PeckShield-Venus/venus-protocol-48c7400f668116f5e5fa92299e28cf16b49b485c/contracts/VToken.sol,VToken.sol,struct MintLocalVars {
SWC-101-Integer Overflow and Underflow,setPrices,L152,DAppSCAN-source/contracts/PeckShield-XSwap/xswap-326a3246b327cd2b8481fd8c22fe8d864e43b0da/contracts/XSwap.sol,XSwap.sol,"function setPrices(address _input, address _output, uint256 _price) public auth returns (bool) {"
SWC-128-DoS With Block Gas Limit,appendSource,L36,DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498/contracts/robonomics/Ambix.sol,Ambix.sol,function appendSource(
SWC-102-Outdated Compiler Version,N/A,L2,DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498/contracts/robonomics/LighthouseLib.sol,LighthouseLib.sol,pragma solidity ^0.4.24;
SWC-107-Reentrancy,withdraw,L24,DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498/contracts/robonomics/LighthouseLib.sol,LighthouseLib.sol,"require(xrt.transfer(msg.sender, _value));"
SWC-101-Integer Overflow and Underflow,quoted {,L54,DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498/contracts/robonomics/LighthouseLib.sol,LighthouseLib.sol,quota -= 1;
SWC-115-Authorization through tx.origin,to,L85,DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498/contracts/robonomics/LighthouseLib.sol,LighthouseLib.sol,"function to(address _to, bytes _data) external keepalive quoted member"
SWC-133-Hash Collisions With Multiple Variable Length Arguments,bid,L74-L75,DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498/contracts/robonomics/RobotLiabilityLib.sol,RobotLiabilityLib.sol,"require(keccak256(abi.encodePacked(model, objective))"
SWC-107-Reentrancy,finalize,L104,DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498/contracts/robonomics/RobotLiabilityLib.sol,RobotLiabilityLib.sol,function finalize(
SWC-135-Code With No Effects,onlyWhitelisted,L71 - L81,DAppSCAN-source/contracts/PepperSec-KICKTOKEN/public-audit-reports-master/sources/KIKCICO/kickico_token_v1.sol,kickico_token_v1.sol,modifier onlyWhitelisted() {
SWC-135-Code With No Effects,transferFrozenToken,L301,DAppSCAN-source/contracts/PepperSec-KICKTOKEN/public-audit-reports-master/sources/KIKCICO/kickico_token_v1.sol,kickico_token_v1.sol,// SWC-135-Code With No Effects: L301
SWC-135-Code With No Effects,onlyValidatorSetContract,L24-L27,DAppSCAN-source/contracts/PepperSec-POA-DPOS/posdao-contracts-fdaa685de851378b35741bdab986414dfd9042b1/contracts/abstracts/RandomBase.sol,RandomBase.sol,modifier onlyValidatorSetContract() {
SWC-135-Code With No Effects,initialize,L31,DAppSCAN-source/contracts/PepperSec-POA-Network-Bridge/tokenbridge-contracts-2bf70c7e9fd42968aec2dc352017618907834401/contracts/upgradeable_contracts/BridgeValidators.sol,BridgeValidators.sol,require(validatorCount() >= _requiredSignatures);
SWC-113-DoS with Failed Call,onExecuteAffirmation,L46,DAppSCAN-source/contracts/PepperSec-POA-Network-Bridge/tokenbridge-contracts-2bf70c7e9fd42968aec2dc352017618907834401/contracts/upgradeable_contracts/native_to_erc20/HomeBridgeNativeToErc.sol,HomeBridgeNativeToErc.sol,_recipient.transfer(_value);
SWC-101-Integer Overflow and Underflow,getRateAndTimeRemaining,L363 - L381,DAppSCAN-source/contracts/PepperSec-POA-Network-Wizard/auth-os-applications-2840b97dea33c8cf455a67b2b9c7229e2cda1843/TokenWizard/crowdsale/DutchCrowdsale/contracts/DutchCrowdsaleIdx.sol,DutchCrowdsaleIdx.sol,"function getRateAndTimeRemaining(uint _start_time, uint _duration, uint _start_rate, uint _end_rate) internal view"
SWC-135-Code With No Effects,storing,L334,DAppSCAN-source/contracts/PepperSec-POA-Network-Wizard/core-cebb1089c417a8e26bd97a44f7234bdb9d0bd781/contracts/core/Contract.sol,Contract.sol,"mstore(0xe0, action_req)"
SWC-135-Code With No Effects,N/A,L14,DAppSCAN-source/contracts/QuillAudits-1inch-Cumulative Merkle Drop/merkle-distribution-96fb63d0cbfea73603e7500961c71e8ab1fb8c10/contracts/CumulativeMerkleDrop.sol,CumulativeMerkleDrop.sol,// SWC-135-Code With No Effects: L14
SWC-128-DoS With Block Gas Limit,quitAll,L71 - L73,DAppSCAN-source/contracts/QuillAudits-1inch-Farming/farming-7a007ec7784cca2899889e99e46cf06d5788a7d9/contracts/ERC20Farmable.sol,ERC20Farmable.sol,for (uint256 i = 0; i < farms.length; i++) {
SWC-128-DoS With Block Gas Limit,_beforeTokenTransfer,L118 - L137,DAppSCAN-source/contracts/QuillAudits-1inch-Farming/farming-7a007ec7784cca2899889e99e46cf06d5788a7d9/contracts/ERC20Farmable.sol,ERC20Farmable.sol,for (uint256 i = 0; i < a.length; i++) {
SWC-128-DoS With Block Gas Limit,_beforeTokenTransfer,L123 - L130,DAppSCAN-source/contracts/QuillAudits-1inch-Farming/farming-7a007ec7784cca2899889e99e46cf06d5788a7d9/contracts/ERC20Farmable.sol,ERC20Farmable.sol,for (j = 0; j < b.length; j++) {
SWC-128-DoS With Block Gas Limit,_beforeTokenTransfer,L140 - L147,DAppSCAN-source/contracts/QuillAudits-1inch-Farming/farming-7a007ec7784cca2899889e99e46cf06d5788a7d9/contracts/ERC20Farmable.sol,ERC20Farmable.sol,for (uint256 j = 0; j < b.length; j++) {
SWC-101-Integer Overflow and Underflow,farmed,L30,DAppSCAN-source/contracts/QuillAudits-1inch-Farming/farming-7a007ec7784cca2899889e99e46cf06d5788a7d9/contracts/accounting/UserAccounting.sol,UserAccounting.sol,return uint256(int256(balance * fpt) - info.corrections[account]) / 1e18;
SWC-107-Reentrancy,updateRewardNonLP,L340 - L343,DAppSCAN-source/contracts/QuillAudits-1inch-Fee Collector/fee-collector-3c2626763fd829500496f15476d5e98fbdf4f574/contracts/FeeCollector.sol,FeeCollector.sol,"function updateRewardNonLP(IERC20 erc20, address referral, uint256 amount) external {"
SWC-114-Transaction Order Dependence,trade,L361,DAppSCAN-source/contracts/QuillAudits-1inch-Fee Collector/fee-collector-3c2626763fd829500496f15476d5e98fbdf4f574/contracts/FeeCollector.sol,FeeCollector.sol,// SWC-114-Transaction Order Dependence: L361
SWC-107-Reentrancy,depositFor,L137,DAppSCAN-source/contracts/QuillAudits-1inch-Fixed Rate Swap/fixed-rate-swap-0b5a75e9f56e7d21c290dd28c59dc140dcbcc1d5/contracts/FixedRateSwap.sol,FixedRateSwap.sol,"token0.safeTransferFrom(msg.sender, address(this), token0Amount);"
SWC-135-Code With No Effects,withdrawFor,L173 - L180,DAppSCAN-source/contracts/QuillAudits-1inch-Fixed Rate Swap/fixed-rate-swap-0b5a75e9f56e7d21c290dd28c59dc140dcbcc1d5/contracts/FixedRateSwap.sol,FixedRateSwap.sol,"_burn(msg.sender, amount);"
SWC-135-Code With No Effects,withdrawForWithRatio,L214 - L222,DAppSCAN-source/contracts/QuillAudits-1inch-Fixed Rate Swap/fixed-rate-swap-0b5a75e9f56e7d21c290dd28c59dc140dcbcc1d5/contracts/FixedRateSwap.sol,FixedRateSwap.sol,// SWC-135-Code With No Effects: L214 - L222
SWC-107-Reentrancy,_swap,L323,DAppSCAN-source/contracts/QuillAudits-1inch-Fixed Rate Swap/fixed-rate-swap-0b5a75e9f56e7d21c290dd28c59dc140dcbcc1d5/contracts/FixedRateSwap.sol,FixedRateSwap.sol,"require(outputAmount > 0, ""Empty swap is not allowed"");"
SWC-135-Code With No Effects,_getVirtualAmountsForDepositImpl,L346 - L358,DAppSCAN-source/contracts/QuillAudits-1inch-Fixed Rate Swap/fixed-rate-swap-0b5a75e9f56e7d21c290dd28c59dc140dcbcc1d5/contracts/FixedRateSwap.sol,FixedRateSwap.sol,"uint256 right = Math.min(dx * 1002 / 1000, yBalance);"
SWC-135-Code With No Effects,_getRealAmountsForWithdrawImpl,L388 - L401,DAppSCAN-source/contracts/QuillAudits-1inch-Fixed Rate Swap/fixed-rate-swap-0b5a75e9f56e7d21c290dd28c59dc140dcbcc1d5/contracts/FixedRateSwap.sol,FixedRateSwap.sol,"uint256 right = Math.min(dx * 1002 / 1000, balanceY);"
SWC-131-Presence of unused variables,N/A,L21 -L21,DAppSCAN-source/contracts/QuillAudits-1inch-FixedFeeSwap/fixed-rate-swap-ac5dbd4a5e46f501e0a4a728f1725095b11f3fbd/contracts/FixedFeeSwap.sol,FixedFeeSwap.sol,uint256 constant private _AMOUNT_MASK = ~_DIRECTION_MASK;
SWC-107-Reentrancy,fillOrderTo,L28 - L346,DAppSCAN-source/contracts/QuillAudits-1inch-Limit Order Protocol/limit-order-protocol-a14bde6a260458de5083cee117d734221e1cbc05/contracts/LimitOrderProtocol.sol,LimitOrderProtocol.sol,"AmountCalculator,"
SWC-128-DoS With Block Gas Limit,fillOrderTo,L339,DAppSCAN-source/contracts/QuillAudits-1inch-Limit Order Protocol/limit-order-protocol-a14bde6a260458de5083cee117d734221e1cbc05/contracts/LimitOrderProtocol.sol,LimitOrderProtocol.sol,InteractiveMaker(order.makerAssetData.decodeAddress(_FROM_INDEX))
SWC-123-Requirement Violation,constructor,L16 - L17,DAppSCAN-source/contracts/QuillAudits-1inch-Limit Order Protocol/limit-order-protocol-a14bde6a260458de5083cee117d734221e1cbc05/contracts/helpers/ERC721Proxy.sol,ERC721Proxy.sol,"require(ERC721Proxy.func_40aVqeY.selector == bytes4(uint32(IERC20.transferFrom.selector) + 2), ""ERC20Proxy: bad selector"");"
SWC-114-Transaction Order Dependence,permit,L53,DAppSCAN-source/contracts/QuillAudits-1inch-token/1inch-token-99fd056f91005ca521a02a005f7bcd8f77e06afc/contracts/ERC20Permit.sol,ERC20Permit.sol,// SWC-114-Transaction Order Dependence: L53
SWC-131-Presence of unused variables,_queue,L203,DAppSCAN-source/contracts/QuillAudits-AAVE-Governance Crosschain Bridges V1/governance-crosschain-bridges-7f56e7ae63f30ba8dcd7ced6a11a34c2eb865a1d/contracts/BridgeExecutorBase.sol,BridgeExecutorBase.sol,_queuedActions[actionHash] = true;
SWC-131-Presence of unused variables,_executeTransaction,L237,DAppSCAN-source/contracts/QuillAudits-AAVE-Governance Crosschain Bridges V1/governance-crosschain-bridges-7f56e7ae63f30ba8dcd7ced6a11a34c2eb865a1d/contracts/BridgeExecutorBase.sol,BridgeExecutorBase.sol,_queuedActions[actionHash] = false;
SWC-131-Presence of unused variables,_cancelTransaction,270,DAppSCAN-source/contracts/QuillAudits-AAVE-Governance Crosschain Bridges V1/governance-crosschain-bridges-7f56e7ae63f30ba8dcd7ced6a11a34c2eb865a1d/contracts/BridgeExecutorBase.sol,BridgeExecutorBase.sol,N/A
SWC-131-Presence of unused variables,_queue,L203,DAppSCAN-source/contracts/QuillAudits-AAVE-Governance Crosschain Bridges V3/governance-crosschain-bridges-7f56e7ae63f30ba8dcd7ced6a11a34c2eb865a1d/contracts/BridgeExecutorBase.sol,BridgeExecutorBase.sol,_queuedActions[actionHash] = true;
SWC-131-Presence of unused variables,_executeTransaction,L237,DAppSCAN-source/contracts/QuillAudits-AAVE-Governance Crosschain Bridges V3/governance-crosschain-bridges-7f56e7ae63f30ba8dcd7ced6a11a34c2eb865a1d/contracts/BridgeExecutorBase.sol,BridgeExecutorBase.sol,_queuedActions[actionHash] = false;
SWC-131-Presence of unused variables,_cancelTransaction,L271,DAppSCAN-source/contracts/QuillAudits-AAVE-Governance Crosschain Bridges V3/governance-crosschain-bridges-7f56e7ae63f30ba8dcd7ced6a11a34c2eb865a1d/contracts/BridgeExecutorBase.sol,BridgeExecutorBase.sol,// SWC-131-Presence of unused variables: L271
SWC-119-Shadowing State Variables,N/A,L29,DAppSCAN-source/contracts/QuillAudits-AAVE-Incentives Proposal/incentives-controller-ad534cdedd91d8db5ac1302ef2c200de75377790/contracts/incentives/DistributionManager.sol,DistributionManager.sol,mapping(address => AssetData) public assets;
SWC-119-Shadowing State Variables,getRewardsBalance,L97,DAppSCAN-source/contracts/QuillAudits-AAVE-Incentives Proposal/incentives-controller-ad534cdedd91d8db5ac1302ef2c200de75377790/contracts/incentives/StakedTokenIncentivesController.sol,StakedTokenIncentivesController.sol,"function getRewardsBalance(address[] calldata assets, address user)"
SWC-119-Shadowing State Variables,claimRewards,L123,DAppSCAN-source/contracts/QuillAudits-AAVE-Incentives Proposal/incentives-controller-ad534cdedd91d8db5ac1302ef2c200de75377790/contracts/incentives/StakedTokenIncentivesController.sol,StakedTokenIncentivesController.sol,// SWC-119-Shadowing State Variables: L123
SWC-119-Shadowing State Variables,claimRewardsOnBehalf,L129,DAppSCAN-source/contracts/QuillAudits-AAVE-Incentives Proposal/incentives-controller-ad534cdedd91d8db5ac1302ef2c200de75377790/contracts/incentives/StakedTokenIncentivesController.sol,StakedTokenIncentivesController.sol,"address[] calldata assets,"
SWC-119-Shadowing State Variables,_claimRewards,L185,DAppSCAN-source/contracts/QuillAudits-AAVE-Incentives Proposal/incentives-controller-ad534cdedd91d8db5ac1302ef2c200de75377790/contracts/incentives/StakedTokenIncentivesController.sol,StakedTokenIncentivesController.sol,"address[] calldata assets,"
SWC-107-Reentrancy,_pullAToken,L79,DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878/contracts/adapters/BaseParaSwapAdapter.sol,BaseParaSwapAdapter.sol,//  SWC-107-Reentrancy: L79
SWC-104-Unchecked Call Return Value,_pullAToken,L104,DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878/contracts/adapters/BaseParaSwapAdapter.sol,BaseParaSwapAdapter.sol,"LENDING_POOL.withdraw(reserve, amount, address(this));"
SWC-107-Reentrancy,_sellOnParaSwap,L35,DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878/contracts/adapters/BaseParaSwapSellAdapter.sol,BaseParaSwapSellAdapter.sol,//  SWC-107-Reentrancy: L35
SWC-101-Integer Overflow and Underflow,_sellOnParaSwap,L53,DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878/contracts/adapters/BaseParaSwapSellAdapter.sol,BaseParaSwapSellAdapter.sol,uint256 expectedMinAmountOut =
SWC-122-Lack of Proper Signature Verification,deposit,L61 - L90,DAppSCAN-source/contracts/QuillAudits-Abyss Finance-Abyss Eth2 Depositor/abyss-eth2depositor-a2d58dea4d79846dc682fe93ac3e0eca02323d11/contracts/AbyssEth2Depositor.sol,AbyssEth2Depositor.sol,//  SWC-122-Lack of Proper Signature Verification: L61 - L90
SWC-107-Reentrancy,deposit,L82,DAppSCAN-source/contracts/QuillAudits-Abyss Finance-Abyss Eth2 Depositor/abyss-eth2depositor-a2d58dea4d79846dc682fe93ac3e0eca02323d11/contracts/AbyssEth2Depositor.sol,AbyssEth2Depositor.sol,IDepositContract(address(depositContract)).deposit{value: collateral}(
SWC-135-Code With No Effects,setReflectionsTax,L153,DAppSCAN-source/contracts/QuillAudits-ACYC Token Smart Contracts/AllCoinsYieldCapital0xB56A1f3310578f23120182Fb2e58c087EFE6e147/src/contracts/acyc.sol,acyc.sol,"require(tax >= 0 && tax <= 10, ""ERC20: tax out of band"");"
SWC-135-Code With No Effects,setTreasuryTax,L160,DAppSCAN-source/contracts/QuillAudits-ACYC Token Smart Contracts/AllCoinsYieldCapital0xB56A1f3310578f23120182Fb2e58c087EFE6e147/src/contracts/acyc.sol,acyc.sol,"require(tax >= 0 && tax <= 10, ""ERC20: tax out of band"");"
SWC-126-Insufficient Gas Griefing,transfer,L176,DAppSCAN-source/contracts/QuillAudits-ACYC Token Smart Contracts/AllCoinsYieldCapital0xB56A1f3310578f23120182Fb2e58c087EFE6e147/src/contracts/acyc.sol,acyc.sol,// public functions to do things
SWC-107-Reentrancy,_transfer,L331,DAppSCAN-source/contracts/QuillAudits-ACYC Token Smart Contracts/AllCoinsYieldCapital0xB56A1f3310578f23120182Fb2e58c087EFE6e147/src/contracts/acyc.sol,acyc.sol,// _tokenTransfer function can do the accounting work
SWC-103-Floating Pragma,N/A,L3,DAppSCAN-source/contracts/QuillAudits-AgriUT Smart Contract/AgriUT-a3638774be81be9f113ae0ddc54f4a5b84038947/AgriUTToken.sol,AgriUTToken.sol,pragma solidity =0.8.6;
SWC-102-Outdated Compiler Version,N/A,L5,DAppSCAN-source/contracts/QuillAudits-AIDUS Smart Contract/code/Etherscan-0xa957045A12D270e2eE0dcA9A3340c340e05d4670.sol,Etherscan-0xa957045A12D270e2eE0dcA9A3340c340e05d4670.sol,pragma solidity ^0.5.0;
SWC-102-Outdated Compiler Version,N/A,L2,DAppSCAN-source/contracts/QuillAudits-Akropolis-Vesting/akropolis-vesting-7f4f4543b08d3749b92839c85e1d77a33d917a37/contracts/Migrations.sol,Migrations.sol,pragma solidity >=0.4.21 <0.6.0;
SWC-102-Outdated Compiler Version,N/A,L2,DAppSCAN-source/contracts/QuillAudits-Akropolis-Vesting/AkropolisToken-28a415392489a1a88073c3d0fd22b141f4d3170e/contracts/Migrations.sol,Migrations.sol,pragma solidity >=0.4.24;
SWC-113-DoS with Failed Call,approve,L42,DAppSCAN-source/contracts/QuillAudits-Akropolis-Vesting/AkropolisToken-28a415392489a1a88073c3d0fd22b141f4d3170e/contracts/token/AkropolisToken.sol,AkropolisToken.sol,"return super.approve(_spender, _value);"
SWC-113-DoS with Failed Call,transfer,L77,DAppSCAN-source/contracts/QuillAudits-Akropolis-Vesting/AkropolisToken-28a415392489a1a88073c3d0fd22b141f4d3170e/contracts/token/AkropolisToken.sol,AkropolisToken.sol,"return super.transfer(_to, _amount);"
SWC-113-DoS with Failed Call,transferFrom,L95,DAppSCAN-source/contracts/QuillAudits-Akropolis-Vesting/AkropolisToken-28a415392489a1a88073c3d0fd22b141f4d3170e/contracts/token/AkropolisToken.sol,AkropolisToken.sol,"return super.transferFrom(_from, _to, _amount);"
SWC-103-Floating Pragma,N/A,L11,DAppSCAN-source/contracts/QuillAudits-Akt.io Smart Contract/code/Etherscan-0x70Cbf5E72A85B41808EF20f6EB05A9b8F223F220.sol,Etherscan-0x70Cbf5E72A85B41808EF20f6EB05A9b8F223F220.sol,pragma solidity ^0.8.0;
SWC-103-Floating Pragma,N/A,L5,DAppSCAN-source/contracts/QuillAudits-Algovest/AlgoVestStaking0x090e69e7F48AFC059e480F297042DEA396B971e7/srv/tecmie/algovest/AVS-staking/contracts/stakin_contract.sol,stakin_contract.sol,pragma solidity ^0.6.0;
SWC-107-Reentrancy,AVSTokenDonation,L74 - L84,DAppSCAN-source/contracts/QuillAudits-Algovest/AlgoVestStaking0x090e69e7F48AFC059e480F297042DEA396B971e7/srv/tecmie/algovest/AVS-staking/contracts/stakin_contract.sol,stakin_contract.sol,function AVSTokenDonation(uint256 amount) external {
SWC-107-Reentrancy,emergencyWithdraw,L163 - L171,DAppSCAN-source/contracts/QuillAudits-Alium Finance Smart Contract/alium-farm-e37d6af39af68049c2684085f025385407b4bd55/contracts/MasterChef.sol,MasterChef.sol,function emergencyWithdraw(uint256 _pid) external {
SWC-128-DoS With Block Gas Limit,blockReward,L271 - L281,DAppSCAN-source/contracts/QuillAudits-Alium Finance Smart Contract/alium-farm-e37d6af39af68049c2684085f025385407b4bd55/contracts/MasterChef.sol,MasterChef.sol,// SWC-128-DoS With Block Gas Limit: L271 - L281
SWC-128-DoS With Block Gas Limit,massUpdatePools,L284 - L289,DAppSCAN-source/contracts/QuillAudits-Alium Finance Smart Contract/alium-farm-e37d6af39af68049c2684085f025385407b4bd55/contracts/MasterChef.sol,MasterChef.sol,// Update reward variables for all pools. Be careful of gas spending!
SWC-103-Floating Pragma,N/A,L3,DAppSCAN-source/contracts/QuillAudits-AliumSwap Smart Contract/alium-swap-periphery-6aff4c5ad4695b77358eae0627c98d72621256bc/contracts/Migrations.sol,Migrations.sol,pragma solidity >=0.4.25 <0.7.0;
SWC-103-Floating Pragma,N/A,L4,DAppSCAN-source/contracts/QuillAudits-Amplify Smart Contract/contracts-d8af5f11f3b6ab59d09a56ebc229012900dc1cc8/protocol/contracts/Asset/Asset.sol,Asset.sol,pragma solidity ^0.8.0;
