name,line,category
KinTokenSale.sol,L148-161、165-179,SWC-128-DoS With Block Gas Limit
Crowdsale.sol,L5,SWC-102-Outdated Compiler Version
Crowdsale.sol,L91,SWC-135-Code With No Effects
MoedaToken.sol,L51,SWC-101-Integer Overflow and Underflow
ERC1155Token.sol,L10,SWC-135-Code With No Effects
Escrow.sol,L207,SWC-101-Integer Overflow and Underflow
EscrowStorage.sol,L61,SWC-128-DoS With Block Gas Limit
ExchangeRate.sol,L49,SWC-135-Code With No Effects
Liquidation.sol,L33,SWC-131-Presence of unused variables
Ownable.sol,L1-77,SWC-125-Incorrect Inheritance Order
RiskFramework.sol,L81,SWC-101-Integer Overflow and Underflow
NoteERC20.sol,L135,SWC-101-Integer Overflow and Underflow
Escrow_v1_0.sol,L39,SWC-131-Presence of unused variables
Escrow_v1_0.sol,L491,SWC-135-Code With No Effects
OVM_L1ERC20Gateway.sol,L76-L81,SWC-104-Unchecked Call Return Value
OVM_L1ERC20Gateway.sol,L100,SWC-104-Unchecked Call Return Value
OVM_ProxySequencerEntrypoint.sol,L26-L30,SWC-104-Unchecked Call Return Value
OVM_SequencerEntrypoint.sol,L63-L70,SWC-104-Unchecked Call Return Value
OptionsContract.sol,510,SWC-101-Integer Overflow and Underflow
OptionsContract.sol,583,SWC-101-Integer Overflow and Underflow
Controller.sol,L451-L508,SWC-107-Reentrancy
OtokenFactory.sol,L65,SWC-108-State Variable Default Visibility
PayableProxyController.sol,L74,SWC-126-Insufficient Gas Griefing
OracleRouter.sol,L32,SWC-101-Integer Overflow and Underflow
PolyDistribution.sol,L121,SWC-101-Integer Overflow and Underflow
BasePool.sol,L307-L310,SWC-114-Transaction Order Dependence
BasePool.sol,L323-L374,SWC-114-Transaction Order Dependence
BasePool.sol,L414-L415,SWC-101-Integer Overflow and Underflow
RecipientWhitelistERC777Pool.sol,L25-L26,SWC-108-State Variable Default Visibility
PropsRewards.sol,L152-L199,SWC-128-DoS With Block Gas Limit
PropsRewardsLib.sol,L43-L44,SWC-135-Code With No Effects
recoverable-wallet.sol,L39-L57,SWC-114-Transaction Order Dependence
recoverable-wallet.sol,L68,SWC-131-Presence of unused variables
recoverable-wallet.sol,L88-L128,SWC-114-Transaction Order Dependence
recoverable-wallet.sol,L124,SWC-135-Code With No Effects
recoverable-wallet.sol,L146,SWC-131-Presence of unused variables
RibbonVault.sol,L308,SWC-119-Shadowing State Variables
RibbonVault.sol,L390,SWC-119-Shadowing State Variables
RibbonVault.sol,L408,SWC-119-Shadowing State Variables
SwapUtils.sol,L293-L295,SWC-135-Code With No Effects
AdminImpl.sol,L258-L275,SWC-107-Reentrancy
PromissoryToken.sol,L2-L417,SWC-102-Outdated Compiler Version
PromissoryToken.sol,L87,SWC-135-Code With No Effects
PromissoryToken.sol,L87,SWC-135-Code With No Effects
PromissoryToken.sol,L163,SWC-101-Integer Overflow and Underflow
Registry.sol,L30-L33,SWC-135-Code With No Effects
SafeGuard.sol,L63-L64,SWC-135-Code With No Effects
SafeGuard.sol,L69-L71,SWC-135-Code With No Effects
PerpetualCreator.sol,L102,SWC-135-Code With No Effects
PerpetualLiquidatable.sol,L95,SWC-102-Outdated Compiler Version
PerpetualPositionManager.sol,L16,SWC-135-Code With No Effects
PerpetualPositionManager.sol,L509-L517,SWC-125-Incorrect Inheritance Order
OptimisticOracle.sol,L495,SWC-135-Code With No Effects
SpokePool.sol,L336,SWC-117-Signature Malleability
SpokePool.sol,L439,SWC-117-Signature Malleability
ROSCA.sol,All,SWC-101-Integer Overflow and Underflow
ROSCA.sol,All,SWC-102-Outdated Compiler Version
ROSCA.sol,L199,SWC-116-Block values as a proxy for time
ROSCA.sol,L288,SWC-135-Code With No Effects
ROSCA.sol,L316,SWC-135-Code With No Effects
ROSCA.sol,L342,SWC-135-Code With No Effects
ROSCA.sol,L384,SWC-135-Code With No Effects
ROSCA.sol,L391,SWC-135-Code With No Effects
ROSCA.sol,L446-L456 ,SWC-135-Code With No Effects
ROSCA.sol,L507,SWC-135-Code With No Effects
UserConfiguration.sol,L122,SWC-101-Integer Overflow and Underflow
FlashLoanLogic.sol,L182-L240,SWC-107-Reentrancy
ReserveLogic.sol,L213-L222,SWC-131-Presence of unused variables
Staking.sol,L39 - L52,SWC-131-Presence of unused variables
Swap.sol,L178 - L187,SWC-113-DoS with Failed Call
Wrapper.sol,L152,SWC-104-Unchecked Call Return Value
Swap_Factory_Future.sol,L292-L322,SWC-101-Integer Overflow and Underflow
Swap_Factory_Future.sol,L360-L380,SWC-107-Reentrancy
AToken.sol,L738-L802,SWC-107-Reentrancy
MasterChef.sol,L249-L267,SWC-107-Reentrancy
BankingNode.sol,L453-L470,SWC-114-Transaction Order Dependence
BankingNode.sol,L615-L637,SWC-107-Reentrancy
bVault.sol,L357-L375,SWC-107-Reentrancy
BufferBNBOptions.sol,L142-L189,SWC-107-Reentrancy
CogiNFTMarket.sol,L87-L102,SWC-134-Message call with hardcoded gas amount
code.sol,L181,SWC-107-Reentrancy
StakingProxyUniV3.sol,L94-L113,SWC-107-Reentrancy
CryptoHeroesUniverse.sol,L175 - L203,SWC-107-Reentrancy
code.sol,L44 - L56,SWC-131-Presence of unused variables
SkyRewardPool.sol,L217-L234,SWC-107-Reentrancy
SafeMath.sol,L56,SWC-101-Integer Overflow and Underflow
DjiinAutoBuyer.sol,L154-L169,SWC-114-Transaction Order Dependence
Market.sol,L9-L18,SWC-131-Presence of unused variables
Random.sol,L11-L35,SWC-120-Weak Sources of Randomness from Chain Attributes
SinglePool.sol,L202-L214,SWC-107-Reentrancy
vDSGToken.sol,L351-L357,SWC-101-Integer Overflow and Underflow
DYTokenERC20.sol,L29-L57,SWC-114-Transaction Order Dependence
VaultFarm.sol,L111-L126,SWC-100-Function Default Visibility
code.sol,L592 - L594,SWC-135-Code With No Effects
code.sol,L1030 - L1040,SWC-107-Reentrancy
LCToken.sol,L222-L232,SWC-107-Reentrancy
StratX2_HERO_QuickV2.sol,L2623-L2643,SWC-114-Transaction Order Dependence
HegicPool.sol,L373 - L409,SWC-107-Reentrancy
Math.sol,L30,SWC-101-Integer Overflow and Underflow
HegicOperationalTreasury.sol,L181,SWC-101-Integer Overflow and Underflow
Holdefi.sol,L1292-L1344,SWC-107-Reentrancy
HoldefiSettings.sol,L322-L341,SWC-135-Code With No Effects
MasterChef.sol,L68,SWC-135-Code With No Effects
RToken.sol,L1133,SWC-135-Code With No Effects
Bank.sol,L107,SWC-101-Integer Overflow and Underflow
MasterChefGoblinConfig.sol,L68-L69,SWC-101-Integer Overflow and Underflow
masterchef.sol,L103 - L115,SWC-135-Code With No Effects
masterchef.sol,L196 - L208,SWC-107-Reentrancy
ERC721Enumerable.sol,L3,SWC-103-Floating Pragma
MasterChef.sol,L173 - L190,SWC-135-Code With No Effects
LuckyToken.sol,L54,SWC-135-Code With No Effects
MutiRewardPool.sol,L178-L200,SWC-135-Code With No Effects
Meta.sol,L48,SWC-101-Integer Overflow and Underflow
MasterMilker.sol,L237-L244,SWC-107-Reentrancy
OlympusERC20.sol,L1245-L1303,SWC-135-Code With No Effects
OneSwapBuyback.sol,L44-L59,SWC-135-Code With No Effects
OneSwapPair.sol,L1002,SWC-101-Integer Overflow and Underflow
OLETokenLock.sol,L22-L31,SWC-135-Code With No Effects
LPool.sol,L845-L885,SWC-107-Reentrancy
Random.sol,L20-L41,SWC-120-Weak Sources of Randomness from Chain Attributes
PikaPerpV2.sol,L402-459,SWC-107-Reentrancy
PikaStaking.sol,L11-L140,SWC-135-Code With No Effects
tier2Aave.sol,205-253,SWC-135-Code With No Effects
tier2Farm.sol,L67-L93,SWC-135-Code With No Effects
VirtualTrade.sol,L107-L112,SWC-135-Code With No Effects
PLiquidateAgent.sol,L11-L12,SWC-135-Code With No Effects
PMintBurn.sol,L48-L63,SWC-107-Reentrancy
QubitToken.sol,L40-57,SWC-135-Code With No Effects
RToken.sol,L480-L487,SWC-135-Code With No Effects
RToken.sol,L738-L802,SWC-107-Reentrancy
MasterShiba.sol,L339 - L341,SWC-107-Reentrancy
ShibaLibrary.sol,L30 - L35,SWC-135-Code With No Effects
code.sol,L707,SWC-101-Integer Overflow and Underflow
LPGauge.sol,L75-L89,SWC-107-Reentrancy
VCTreasuryV1.sol,L181,SWC-101-Integer Overflow and Underflow
ApprovalChain.sol,L76,SWC-101-Integer Overflow and Underflow
MasterChef.sol,L108-L120,SWC-135-Code With No Effects
MasterChef.sol,L219-L230,SWC-107-Reentrancy
LiquidityStaking.sol,L60-L69,SWC-107-Reentrancy
StakingV2.sol,L340-L359,SWC-107-Reentrancy
FundV3.sol,L30-L41,SWC-135-Code With No Effects
USR.sol,L279 - L282,SWC-114-Transaction Order Dependence
USR.sol,L295,SWC-129-Typographical Error
StakingModel.sol,L37 - L41,SWC-135-Code With No Effects
StakingModel.sol,L92,SWC-101-Integer Overflow and Underflow
VVET9.sol,L29 - L34,SWC-135-Code With No Effects
VVET9.sol,L44-48,SWC-114-Transaction Order Dependence
VToken.sol,L480-L488,SWC-135-Code With No Effects
XSwap.sol,L152,SWC-101-Integer Overflow and Underflow
Ambix.sol,L36,SWC-128-DoS With Block Gas Limit
LighthouseLib.sol,L2,SWC-102-Outdated Compiler Version
LighthouseLib.sol,L24,SWC-107-Reentrancy
LighthouseLib.sol,L54,SWC-101-Integer Overflow and Underflow
LighthouseLib.sol,L85,SWC-115-Authorization through tx.origin
RobotLiabilityLib.sol,L74-L75,SWC-133-Hash Collisions With Multiple Variable Length Arguments
RobotLiabilityLib.sol,L104,SWC-107-Reentrancy
kickico_token_v1.sol,L71 - L81,SWC-135-Code With No Effects
kickico_token_v1.sol,L301,SWC-135-Code With No Effects
RandomBase.sol,L24-L27,SWC-135-Code With No Effects
BridgeValidators.sol,L31,SWC-135-Code With No Effects
HomeBridgeNativeToErc.sol,L46,SWC-113-DoS with Failed Call
DutchCrowdsaleIdx.sol,L363 - L381,SWC-101-Integer Overflow and Underflow
Contract.sol,L334,SWC-135-Code With No Effects
CumulativeMerkleDrop.sol,L14,SWC-135-Code With No Effects
ERC20Farmable.sol,L71 - L73,SWC-128-DoS With Block Gas Limit
ERC20Farmable.sol,L118 - L137,SWC-128-DoS With Block Gas Limit
ERC20Farmable.sol,L123 - L130,SWC-128-DoS With Block Gas Limit
ERC20Farmable.sol,L140 - L147,SWC-128-DoS With Block Gas Limit
UserAccounting.sol,L30,SWC-101-Integer Overflow and Underflow
FeeCollector.sol,L340 - L343,SWC-107-Reentrancy
FeeCollector.sol,L361,SWC-114-Transaction Order Dependence
FixedRateSwap.sol,L137,SWC-107-Reentrancy
FixedRateSwap.sol,L173 - L180,SWC-135-Code With No Effects
FixedRateSwap.sol,L214 - L222,SWC-135-Code With No Effects
FixedRateSwap.sol,L323,SWC-107-Reentrancy
FixedRateSwap.sol,L346 - L358,SWC-135-Code With No Effects
FixedRateSwap.sol,L388 - L401,SWC-135-Code With No Effects
FixedFeeSwap.sol,L21 -L21,SWC-131-Presence of unused variables
LimitOrderProtocol.sol,L28 - L346,SWC-107-Reentrancy
LimitOrderProtocol.sol,L339,SWC-128-DoS With Block Gas Limit
ERC721Proxy.sol,L16 - L17,SWC-123-Requirement Violation
ERC20Permit.sol,L53,SWC-114-Transaction Order Dependence
BridgeExecutorBase.sol,L203,SWC-131-Presence of unused variables
BridgeExecutorBase.sol,L237,SWC-131-Presence of unused variables
BridgeExecutorBase.sol,270,SWC-131-Presence of unused variables
BridgeExecutorBase.sol,L203,SWC-131-Presence of unused variables
BridgeExecutorBase.sol,L237,SWC-131-Presence of unused variables
BridgeExecutorBase.sol,L271,SWC-131-Presence of unused variables
DistributionManager.sol,L29,SWC-119-Shadowing State Variables
StakedTokenIncentivesController.sol,L97,SWC-119-Shadowing State Variables
StakedTokenIncentivesController.sol,L123,SWC-119-Shadowing State Variables
StakedTokenIncentivesController.sol,L129,SWC-119-Shadowing State Variables
StakedTokenIncentivesController.sol,L185,SWC-119-Shadowing State Variables
BaseParaSwapAdapter.sol,L79,SWC-107-Reentrancy
BaseParaSwapAdapter.sol,L104,SWC-104-Unchecked Call Return Value
BaseParaSwapSellAdapter.sol,L35,SWC-107-Reentrancy
BaseParaSwapSellAdapter.sol,L53,SWC-101-Integer Overflow and Underflow
AbyssEth2Depositor.sol,L61 - L90,SWC-122-Lack of Proper Signature Verification
AbyssEth2Depositor.sol,L82,SWC-107-Reentrancy
acyc.sol,L153,SWC-135-Code With No Effects
acyc.sol,L160,SWC-135-Code With No Effects
acyc.sol,L176,SWC-126-Insufficient Gas Griefing
acyc.sol,L331,SWC-107-Reentrancy
AgriUTToken.sol,L3,SWC-103-Floating Pragma
Etherscan-0xa957045A12D270e2eE0dcA9A3340c340e05d4670.sol,L5,SWC-102-Outdated Compiler Version
Migrations.sol,L2,SWC-102-Outdated Compiler Version
Migrations.sol,L2,SWC-102-Outdated Compiler Version
AkropolisToken.sol,L42,SWC-113-DoS with Failed Call
AkropolisToken.sol,L77,SWC-113-DoS with Failed Call
AkropolisToken.sol,L95,SWC-113-DoS with Failed Call
Etherscan-0x70Cbf5E72A85B41808EF20f6EB05A9b8F223F220.sol,L11,SWC-103-Floating Pragma
stakin_contract.sol,L5,SWC-103-Floating Pragma
stakin_contract.sol,L74 - L84,SWC-107-Reentrancy
MasterChef.sol,L163 - L171,SWC-107-Reentrancy
MasterChef.sol,L271 - L281,SWC-128-DoS With Block Gas Limit
MasterChef.sol,L284 - L289,SWC-128-DoS With Block Gas Limit
Migrations.sol,L3,SWC-103-Floating Pragma
Asset.sol,L4,SWC-103-Floating Pragma
ERC20.sol,L63 - L66,SWC-114-Transaction Order Dependence
Pool.sol,L330,SWC-116-Block values as a proxy for time
Vesting.sol,L181 - L193,SWC-128-DoS With Block Gas Limit
Vesting.sol,"L99, L111, L153, L180, L211",SWC-128-DoS With Block Gas Limit
Vesting.sol,L218,SWC-116-Block values as a proxy for time
Voting.sol,L108-110,SWC-119-Shadowing State Variables
AMPTChild.sol,L35,SWC-108-State Variable Default Visibility
BEP20Token.sol,L5,SWC-102-Outdated Compiler Version
Token.sol,L4,SWC-103-Floating Pragma
code.sol,L5,SWC-103-Floating Pragma
code.sol,L6,SWC-102-Outdated Compiler Version
code.sol,L975 - L981,SWC-135-Code With No Effects
AvatarArtArtistKYC.sol,L3,SWC-102-Outdated Compiler Version
AvatarArtArtistKYC.sol,L12,SWC-135-Code With No Effects
code.sol,L7,SWC-103-Floating Pragma
Treasury.sol,L166 - L168,SWC-101-Integer Overflow and Underflow
BackedToken.sol,L12,SWC-119-Shadowing State Variables
BackedToken.sol,L28,SWC-100-Function Default Visibility
BsktLPPool.sol,L10,SWC-102-Outdated Compiler Version
BsktLPPool.sol,L10,SWC-103-Floating Pragma
BsktLPPool.sol,"L350, L356-359",SWC-135-Code With No Effects
BsktLPPool.sol,L363,SWC-116-Block values as a proxy for time
BCubePublicSale.sol,L2,SWC-102-Outdated Compiler Version
BCubePublicSale.sol,L162,SWC-120-Weak Sources of Randomness from Chain Attributes
BCubePublicSale.sol,L173,SWC-120-Weak Sources of Randomness from Chain Attributes
BCubePublicSale.sol,L264 - L278,SWC-107-Reentrancy
Etherscan-0x98a56c7b03eedb7acc46308611561622e51ec13a.sol,L70,SWC-103-Floating Pragma
Etherscan-0x98a56c7b03eedb7acc46308611561622e51ec13a.sol,L407-430,SWC-135-Code With No Effects
Etherscan-0x98a56c7b03eedb7acc46308611561622e51ec13a.sol,// SWC-104-Unchecked Call Return Value,SWC-104-Unchecked Call Return Value
StandardToken.sol,L167,SWC-113-DoS with Failed Call
StandardToken.sol,L121,SWC-100-Function Default Visibility
BNRG.sol,L105,SWC-100-Function Default Visibility
BMON_Z1.sol,L104,SWC-100-Function Default Visibility
BitBookStake.sol,L113,SWC-100-Function Default Visibility
BitBookStaking.sol,L926,SWC-100-Function Default Visibility
bitdiamond.sol,L404,SWC-119-Shadowing State Variables
bitdiamond.sol,L460,SWC-135-Code With No Effects
Sliced.sol,L72,SWC-116-Block values as a proxy for time
Bollystake.sol,L10,SWC-103-Floating Pragma
Bollystake.sol,L772,SWC-100-Function Default Visibility
Bollystake.sol,L846,SWC-135-Code With No Effects
Bollystake.sol,L846-847,SWC-108-State Variable Default Visibility
Bollystake.sol,L1022,SWC-116-Block values as a proxy for time
Investment.sol,L148,SWC-101-Integer Overflow and Underflow
Market.sol,L189,SWC-135-Code With No Effects
RealAssetDepositaryBalanceView.sol,L89,SWC-122-Lack of Proper Signature Verification
ProfitSplitter.sol,L228,SWC-107-Reentrancy
Investment.sol,L148,SWC-101-Integer Overflow and Underflow
AgregateDepositaryBalanceView.sol,L50 - L71,SWC-135-Code With No Effects
ProfitSplitter.sol,L228,SWC-107-Reentrancy
bridgeToken.sol,L5,SWC-103-Floating Pragma
bridgeToken.sol,L172,SWC-100-Function Default Visibility
bridgeToken.sol,L485-500,SWC-135-Code With No Effects
bridgeToken.sol,L5,SWC-103-Floating Pragma
bridgeToken.sol,L117,SWC-135-Code With No Effects
bridgeToken.sol,"L249, L257",SWC-100-Function Default Visibility
bridgeToken.sol,L485,SWC-135-Code With No Effects
BsktEthLPPool.sol,L7,SWC-102-Outdated Compiler Version
BsktEthLPPool.sol,"L400, L417",SWC-116-Block values as a proxy for time
BsktEthLPPool.sol,L459-462,SWC-107-Reentrancy
burst.sol,L1,SWC-102-Outdated Compiler Version
burst.sol,L1,SWC-103-Floating Pragma
burst.sol,L60,SWC-101-Integer Overflow and Underflow
burst.sol,L71-75,SWC-114-Transaction Order Dependence
BEP20Token.sol,L368-370,SWC-135-Code With No Effects
BEP20Token.sol,L557-563,SWC-135-Code With No Effects
BEP20Token.sol,L592-595,SWC-135-Code With No Effects
CCollateralCapErc20.sol,L410,SWC-135-Code With No Effects
CCollateralCapErc20Delegate.sol,L23,SWC-131-Presence of unused variables
CCollateralCapErc20Delegate.sol,L27 - L29,SWC-131-Presence of unused variables
Comptroller.sol,L240,SWC-131-Presence of unused variables
Comptroller.sol,L274,SWC-135-Code With No Effects
Comptroller.sol,L412,SWC-135-Code With No Effects
Comptroller.sol,L462,SWC-135-Code With No Effects
Comptroller.sol,L530,SWC-135-Code With No Effects
Comptroller.sol,L596,SWC-135-Code With No Effects
Comptroller.sol,L644,SWC-135-Code With No Effects
Comptroller.sol,L1266,SWC-126-Insufficient Gas Griefing
CCapableErc20.sol,L133,SWC-107-Reentrancy
Vesting.sol,L3,SWC-103-Floating Pragma
Vesting.sol,L149,SWC-135-Code With No Effects
Bridge.sol,"L1, all contract",SWC-103-Floating Pragma
CLEToken.sol,L410-412,SWC-119-Shadowing State Variables
CLEToken.sol,L887-898,SWC-126-Insufficient Gas Griefing
CheckDot.sol,L3,SWC-102-Outdated Compiler Version
CheckDotPrivateSale.sol,L3,SWC-103-Floating Pragma
CheckDotPrivateSale.sol,L3,SWC-103-Floating Pragma
chronicToken.sol,L11,SWC-102-Outdated Compiler Version
chronicToken.sol,L847-858,SWC-128-DoS With Block Gas Limit
chronicToken.sol,L942-952,SWC-128-DoS With Block Gas Limit
CitrusToken.sol,L132,SWC-104-Unchecked Call Return Value
Main.sol,L2,SWC-102-Outdated Compiler Version
Main.sol,L51,SWC-107-Reentrancy
CoinDogg.sol,L387,SWC-101-Integer Overflow and Underflow
CoinDogg.sol,L407,SWC-101-Integer Overflow and Underflow
CoinMama.sol,L1,SWC-102-Outdated Compiler Version
CoinMama.sol,L648-652,SWC-135-Code With No Effects
CoinMama.sol,L1137-1139,SWC-105-Unprotected Ether Withdrawal
CoinPokerChipsToken.sol,L5 - L8,SWC-135-Code With No Effects
COX.sol,L7,SWC-103-Floating Pragma
CrazyToken.sol,L12,SWC-103-Floating Pragma
cronospad.sol,L3,SWC-103-Floating Pragma
CryptoBatz.sol,L355 - L374,SWC-116-Block values as a proxy for time
CryptoGamez.sol,L6,SWC-103-Floating Pragma
ERC20.sol,L211,SWC-104-Unchecked Call Return Value
Define.sol,L2,SWC-103-Floating Pragma
Define.sol,L474 - L489,SWC-135-Code With No Effects
DefineDividendTracker.sol,L2,SWC-103-Floating Pragma
StakingRewards.sol,L4,SWC-102-Outdated Compiler Version
StakingRewards.sol,L4,SWC-103-Floating Pragma
StakingRewards.sol,L87,SWC-120-Weak Sources of Randomness from Chain Attributes
StakingRewards.sol,"L223, L225, L227",SWC-120-Weak Sources of Randomness from Chain Attributes
StakingRewards.sol,L239,SWC-120-Weak Sources of Randomness from Chain Attributes
StakingRewards.sol,244,SWC-120-Weak Sources of Randomness from Chain Attributes
StakingRewardsFactory.sol,L36,SWC-120-Weak Sources of Randomness from Chain Attributes
StakingRewardsFactory.sol,L122,SWC-120-Weak Sources of Randomness from Chain Attributes
DictatorDOGE.sol,L1021-1034,SWC-128-DoS With Block Gas Limit
DoxyFinance_V3.sol,"L3, all contract",SWC-103-Floating Pragma
DoxyFinance_V3.sol,L270,SWC-108-State Variable Default Visibility
DoxyFinance_V3.sol,L282-284,SWC-108-State Variable Default Visibility
DoxyFinance_V3.sol,"L284, L312-315",SWC-135-Code With No Effects
DoxyFinance_V3.sol,"L339, 488, 500, 514, 658, 661, 780, 781, 782, 783, 784, 785, 821, 261, 262",SWC-129-Typographical Error
DoxyFinance_V3.sol,"L373-381, 393-411, 413-430, 432-443, 445-460, 679-695, 754-756, 758-764, 824-826, 828-830, 832-834, 836-838, 881-883, 972-974, 976-978, 980-982, 984-986, 988-990, 998-1000, 1002-1004, 1010-1012, 1014-1016, 1077-1079",SWC-100-Function Default Visibility
DoxyFinance_V3.sol,L497-502，511-516,SWC-122-Lack of Proper Signature Verification
DoxyFinance_V3.sol,L809-818,SWC-135-Code With No Effects
DoxyFinance_V3.sol,"L918, 928, 938, 948, 958, 968",SWC-129-Typographical Error
Falcons.sol,L755-766,SWC-114-Transaction Order Dependence
Fundum.sol,L3,SWC-103-Floating Pragma
Fundum.sol,"L351,369,388",SWC-116-Block values as a proxy for time
token_audit.sol,L5,SWC-108-State Variable Default Visibility
token_audit.sol,"L21,83",SWC-135-Code With No Effects
GameZilla.sol,L6,SWC-103-Floating Pragma
GARFIELD.sol,L693-707,SWC-120-Weak Sources of Randomness from Chain Attributes
CurveV1.sol,L49 - L85,SWC-107-Reentrancy
CurveV1.sol,L97 - L103,SWC-135-Code With No Effects
CurveV1.sol,L114 - L120,SWC-135-Code With No Effects
UniswapV2.sol,L56,SWC-107-Reentrancy
UniswapV2.sol,L110,SWC-107-Reentrancy
UniswapV3.sol,L52,SWC-107-Reentrancy
UniswapV3.sol,L106,SWC-107-Reentrancy
UniswapV3.sol,L105,SWC-124-Write to Arbitrary Storage Location
UniswapV3.sol,L153,SWC-107-Reentrancy
UniswapV3.sol,L154,SWC-107-Reentrancy
UniswapV3.sol,L206,SWC-124-Write to Arbitrary Storage Location
UniswapV3.sol,L210,SWC-107-Reentrancy
YearnV2.sol,L78,SWC-107-Reentrancy
YearnV2.sol,L132,SWC-135-Code With No Effects
YearnV2.sol,L132,SWC-107-Reentrancy
ContractsRegister.sol,L17,SWC-108-State Variable Default Visibility
ContractsRegister.sol,L21,SWC-108-State Variable Default Visibility
DataCompressor.sol,L73,SWC-135-Code With No Effects
WETHGateway.sol,L98 - L112,SWC-107-Reentrancy
WETHGateway.sol,L120 - L140,SWC-107-Reentrancy
WETHGateway.sol,L151 - L171,SWC-107-Reentrancy
WETHGateway.sol,L179 - L199,SWC-107-Reentrancy
CreditFilter.sol,L157,SWC-135-Code With No Effects
CreditFilter.sol,L196,SWC-135-Code With No Effects
CreditFilter.sol,L299 - L300,SWC-135-Code With No Effects
CreditFilter.sol,L346,SWC-135-Code With No Effects
CreditManager.sol,L594 - L595,SWC-101-Integer Overflow and Underflow
CreditManager.sol,L829,SWC-124-Write to Arbitrary Storage Location
YearnPriceFeed.sol,L18 - L69,SWC-135-Code With No Effects
Types.sol,L1 - L115,SWC-135-Code With No Effects
PoolService.sol,L145,SWC-101-Integer Overflow and Underflow
PoolService.sol,L238 - L258,SWC-107-Reentrancy
GearNFT.sol,L15,SWC-135-Code With No Effects
GearToken.sol,L108,SWC-135-Code With No Effects
GLONK.sol,L6,SWC-102-Outdated Compiler Version
GLONK.sol,L6,SWC-103-Floating Pragma
GLONK.sol,L510-513,SWC-114-Transaction Order Dependence
GLONK.sol,L805-818,SWC-120-Weak Sources of Randomness from Chain Attributes
TokenSale.sol,L12 - L22,SWC-108-State Variable Default Visibility
Stake.sol,L1,SWC-103-Floating Pragma
Stake.sol,"L3-L13, L101-122",SWC-135-Code With No Effects
Stake.sol,L263,SWC-111-Use of Deprecated Solidity Functions
Stake.sol,L276 ,SWC-100-Function Default Visibility
Stake.sol,L438,SWC-123-Requirement Violation
StakingRewardsV3-1.sol,L10 - L12,SWC-135-Code With No Effects
StakingRewardsV3-1.sol,L104 - L118,SWC-108-State Variable Default Visibility
StakingRewardsV3-1.sol,L210 - L226,SWC-107-Reentrancy
StakingRewardsV3-1.sol,L298 - L301,SWC-135-Code With No Effects
SignedSafeMath.sol,L1 -L93,SWC-102-Outdated Compiler Version
AStETH.sol,L595,SWC-101-Integer Overflow and Underflow
VariableDebtStETH.sol,L175 - L177,SWC-135-Code With No Effects
Voting.sol,L191-193,SWC-135-Code With No Effects
Lido.sol,L301,SWC-126-Insufficient Gas Griefing
Lido.sol,L618 - L626,SWC-128-DoS With Block Gas Limit
NodeOperatorsRegistry.sol,L215 - L222,SWC-128-DoS With Block Gas Limit
NodeOperatorsRegistry.sol,L289,SWC-101-Integer Overflow and Underflow
NodeOperatorsRegistry.sol,L314,SWC-101-Integer Overflow and Underflow
NodeOperatorsRegistry.sol,L542 - L555,SWC-135-Code With No Effects
NodeOperatorsRegistry.sol,L567 - L590,SWC-135-Code With No Effects
NodeOperatorsRegistry.sol,L573,SWC-135-Code With No Effects
NodeOperatorsRegistry.sol,L644,SWC-135-Code With No Effects
NodeOperatorsRegistry.sol,L650 - L676,SWC-135-Code With No Effects
NodeOperatorsRegistry.sol,L655,SWC-135-Code With No Effects
DepositSecurityModule.sol,L62,SWC-108-State Variable Default Visibility
DepositSecurityModule.sol,L100 - L101,SWC-135-Code With No Effects
Ledger.sol,L298,SWC-101-Integer Overflow and Underflow
Lido.sol,L202,SWC-131-Presence of unused variables
Lido.sol,L609,SWC-101-Integer Overflow and Underflow
Lido.sol,L732,SWC-101-Integer Overflow and Underflow
Lido.sol,L140 - L143,SWC-135-Code With No Effects
Lido.sol,L160 - L167,SWC-135-Code With No Effects
LidoMevTxFeeVault.sol,L80 - L82,SWC-105-Unprotected Ether Withdrawal
PriceFeedProxy.sol,L59,SWC-135-Code With No Effects
PriceFeedProxy.sol,L71,SWC-135-Code With No Effects
MerklePatriciaProofVerifier.sol,L38,SWC-131-Presence of unused variables
WithdrawalsManagerProxy.sol,L71,SWC-135-Code With No Effects
WstETH.sol,L58,SWC-104-Unchecked Call Return Value
WstETH.sol,L75,SWC-104-Unchecked Call Return Value
LockletPrivateSale.sol,L4,SWC-103-Floating Pragma
LockletToken.sol,L4,SWC-103-Floating Pragma
LockletTokenVault.sol,L4,SWC-103-Floating Pragma
LockletTokenVault.sol,L166 - L184,SWC-128-DoS With Block Gas Limit
LockletTokenVault.sol,L247 - L262,SWC-128-DoS With Block Gas Limit
LockletTokenVault.sol,L313 - L320,SWC-128-DoS With Block Gas Limit
LockletTokenVault.sol,L332 - L335,SWC-128-DoS With Block Gas Limit
LockletTokenVault.sol,L347 - L350,SWC-128-DoS With Block Gas Limit
LockletTokenVault.sol,L393 - L398,SWC-128-DoS With Block Gas Limit
LockletTokenVault.sol,L410,SWC-116-Block values as a proxy for time
LockletTokenVault.sol,430,SWC-116-Block values as a proxy for time
LTOToken.sol,L61,SWC-101-Integer Overflow and Underflow
